ID,flower.no,petal_length,mainland_island,island_group,galapagos_island,galapagos_Other,finch_beak,year_collected,continent,country,province.state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
1482765,1,19.381,mainland,,,,,1933,South America,Colombia,,Santa Marta.,11.237416,-74.191839,21.2513,Smithsonian,Sep-33,"Le Doux, H.",s.n.,,NA
1482765,2,18.887,mainland,,,,,1933,South America,Colombia,,Santa Marta.,11.237416,-74.191839,21.2513,Smithsonian,Sep-33,"Le Doux, H.",s.n.,,NA
1482765,3,22.012,mainland,,,,,1933,South America,Colombia,,Santa Marta.,11.237416,-74.191839,21.2513,Smithsonian,Sep-33,"Le Doux, H.",s.n.,,NA
1708972,1,14.415,mainland,,,,,1944,South America,Colombia,Magdalena,Dept. Magdalena. Fonseca.,10.312597,-74.377776,21.2513,Smithsonian,15-Jun-44,"Haught, O.",4203,,NA
1708972,2,17.525,mainland,,,,,1944,South America,Colombia,Magdalena,Dept. Magdalena. Fonseca.,10.312597,-74.377776,21.2513,Smithsonian,15-Jun-44,"Haught, O.",4203,,NA
1708972,3,16.751,mainland,,,,,1944,South America,Colombia,Magdalena,Dept. Magdalena. Fonseca.,10.312597,-74.377776,21.2513,Smithsonian,15-Jun-44,"Haught, O.",4203,,NA
1799286,1,21.676,mainland,,,,,1941,South America,Colombia,Bolivar,"Depto. de Bolivar, Cartagena, sobre las murallas, Castillo de San Felipe de Barajas.",10.42253,-75.539266,21.2513,Smithsonian,17-Jan-41,"Dugand, A.; Jaramillo, R.",2869,,NA
1799286,2,19.961,mainland,,,,,1941,South America,Colombia,Bolivar,"Depto. de Bolivar, Cartagena, sobre las murallas, Castillo de San Felipe de Barajas.",10.42253,-75.539266,21.2513,Smithsonian,17-Jan-41,"Dugand, A.; Jaramillo, R.",2869,,NA
1799286,3,23.01,mainland,,,,,1941,South America,Colombia,Bolivar,"Depto. de Bolivar, Cartagena, sobre las murallas, Castillo de San Felipe de Barajas.",10.42253,-75.539266,21.2513,Smithsonian,17-Jan-41,"Dugand, A.; Jaramillo, R.",2869,,NA
1858960,1,20.439,mainland,,,,,1939,South America,Colombia,Magdalena,Riohacha.,11.538225,-72.91603,21.2513,Smithsonian,27-Mar-39,"Hanbury-Tracy, J.",301,,NA
1858960,2,22.338,mainland,,,,,1939,South America,Colombia,Magdalena,Riohacha.,11.538225,-72.91603,21.2513,Smithsonian,27-Mar-39,"Hanbury-Tracy, J.",301,,NA
1858960,3,24.075,mainland,,,,,1939,South America,Colombia,Magdalena,Riohacha.,11.538225,-72.91603,21.2513,Smithsonian,27-Mar-39,"Hanbury-Tracy, J.",301,,NA
2220442,1,13.393,mainland,,,,,1948,South America,Colombia,Magdalena,Cienaga.,11.006865,-74.243842,21.2513,Smithsonian,21-Mar-48,"Romero-Castañeda, R.",960,,NA
2220442,2,13.548,mainland,,,,,1948,South America,Colombia,Magdalena,Cienaga.,11.006865,-74.243842,21.2513,Smithsonian,21-Mar-48,"Romero-Castañeda, R.",960,,NA
2268342,1,21.635,mainland,,,,,1944,South America,Colombia,Atlantico,"Caribbean Coast. Outskirts of Barrio del Prado, Barranquilla, Dept. de Atlantico.",10.990092,-74.804144,21.2513,Smithsonian,1-Feb-44,"Fosberg, F. R.",21429,,NA
2268342,2,18.579,mainland,,,,,1944,South America,Colombia,Atlantico,"Caribbean Coast. Outskirts of Barrio del Prado, Barranquilla, Dept. de Atlantico.",10.990092,-74.804144,21.2513,Smithsonian,1-Feb-44,"Fosberg, F. R.",21429,,NA
2325036,1,14.644,mainland,,,,,1959,South America,Colombia,Atlantico,"Barranquilla, Las Flores-La Playa, roadsides.",11.039618,-74.82469,21.2513,Smithsonian,13-Sep-59,"Cuatrecasas, J.",24300,,NA
2325036,2,17.23,mainland,,,,,1959,South America,Colombia,Atlantico,"Barranquilla, Las Flores-La Playa, roadsides.",11.039618,-74.82469,21.2513,Smithsonian,13-Sep-59,"Cuatrecasas, J.",24300,,NA
2587643,1,14.629,mainland,,,,,1962,South America,Colombia,La Guajira,Uribia.,11.716431,-72.264266,21.2513,Smithsonian,29-Mar-62,"Saravia, C.; Johnson, D.",304,,NA
757750,1,16.667,island,Curacao,,no,,1913,South America,Curacao,,,12.189495,-68.990327,21.2476,Smithsonian,20 Mar 1913 to 27 Mar 1913,"Britton, N. L.; Shafer, J. A.",3077,,NA
763421,1,18.304,island,Curacao,,no,,1916,South America,Curacao,,,12.189495,-68.990327,21.2485,Smithsonian,15-Nov-16,"Rose, J. N.; Rose, Mrs. J. N.",22009,,NA
763421,2,11.248,island,Curacao,,no,,1916,South America,Curacao,,,12.189495,-68.990327,21.2485,Smithsonian,15-Nov-16,"Rose, J. N.; Rose, Mrs. J. N.",22009,,NA
1043948,1,19.955,island,Curacao,,no,,1917,South America,Curacao,,,12.189495,-68.990327,21.2513,Smithsonian,19-Feb-17,"Curran, H. M.; Haman, M.",72,,NA
1043948,2,21.628,island,Curacao,,no,,1917,South America,Curacao,,,12.189495,-68.990327,21.2513,Smithsonian,19-Feb-17,"Curran, H. M.; Haman, M.",72,,NA
1043948,3,20.098,island,Curacao,,no,,1917,South America,Curacao,,,12.189495,-68.990327,21.2513,Smithsonian,19-Feb-17,"Curran, H. M.; Haman, M.",72,,NA
14185,1,11.592,island,Galapagos Islands,Floreana,yes,0,1891,South America,Ecuador,Colon,Charles. Galapagos Is.,-1.300357,-90.435692,21.2434,Smithsonian,1-Apr,"Agassiz, A. E.",s.n.,,NA
25621,1,10.248,island,Galapagos Islands,Isabela,yes,1,1888,South America,Ecuador,Colon,"Galapagos Islands. Albemarle Island, Galapagos.",-0.410079,-91.119669,21.2434,Smithsonian,10-Apr,"Lee, L. A.",s.n.,,NA
25622,1,12.02,island,Galapagos Islands,Isabela,yes,1,1888,South America,Ecuador,Colon,"Galapagos Islands. Albemarle Island, Galapagos.",-0.410079,-91.119669,21.2434,Smithsonian,10-Apr,"Lee, L. A.",s.n.,,NA
25622,2,9.365,island,Galapagos Islands,Isabela,yes,1,1888,South America,Ecuador,Colon,"Galapagos Islands. Albemarle Island, Galapagos.",-0.410079,-91.119669,21.2434,Smithsonian,10-Apr,"Lee, L. A.",s.n.,,NA
543069,1,7.26,island,Galapagos Islands,Isabela,yes,1,1899,South America,Ecuador,Colon,"Galapagos. Tagus Cove, Albemarle Island.",-0.262043,-91.371212,21.2518,Smithsonian,Feb 1899,"Snodgrass, R. E.; Heller, E.",163,,NA
543070,1,10.332,island,Galapagos Islands,Isabela,yes,1,1899,South America,Ecuador,Colon,"Galapagos. Tagus Cove, Albemarle Island.",-0.262043,-91.371212,21.2493,Smithsonian,Mar 1899,"Snodgrass, R. E.; Heller, E.",165,,NA
921485,1,13.087,island,Galapagos Islands,Isabela,yes,1,1905,South America,Ecuador,Colon,The Galapagos Islands. Albemarle Island. Tagus Cove.,-0.262043,-91.371212,21.2605,Smithsonian,29 Mar 1905 to 29 Mar 1906,"Stewart, A. N.",1730,,NA
1759513,1,6.119,island,Galapagos Islands,Baltra,yes,0,1942,South America,Ecuador,Colon,Galapagos Ids.: South Seymour Is.,-0.449422,-90.273932,21.2513,Smithsonian,26-Jun-42,"Schmidt, W.",145,,NA
1759513,2,8.806,island,Galapagos Islands,Baltra,yes,0,1942,South America,Ecuador,Colon,Galapagos Ids.: South Seymour Is.,-0.449422,-90.273932,21.2513,Smithsonian,26-Jun-42,"Schmidt, W.",145,,NA
1759513,3,7.418,island,Galapagos Islands,Baltra,yes,0,1942,South America,Ecuador,Colon,Galapagos Ids.: South Seymour Is.,-0.449422,-90.273932,21.2513,Smithsonian,26-Jun-42,"Schmidt, W.",145,,NA
2659503,1,9.138,island,Galapagos Islands,Gardner,yes,0,1964,South America,Ecuador,Colon,The Central Pacific Islands. Gardner Island. Rocky ledge just above and on the north side of the lagoon.,-1.331961,-90.295462,21.2513,Smithsonian,23-Oct-64,"Long, C. R.",2496,,NA
2659503,2,11.117,island,Galapagos Islands,Gardner,yes,0,1964,South America,Ecuador,Colon,The Central Pacific Islands. Gardner Island. Rocky ledge just above and on the north side of the lagoon.,-1.331961,-90.295462,21.2513,Smithsonian,23-Oct-64,"Long, C. R.",2496,,NA
3307721,1,8.951,mainland,,,,,1989,South America,Guyana,Demerara-Mahaica,Ogle Sugar Estate ±4 mi. SE of Georgetown,6.674355,-58.069949,21.2513,Smithsonian,13 Jun 1989 (13 June 1989),"Peterson, P. M.; Persaud, H.",7446,,NA
3307721,2,9.876,mainland,,,,,1989,South America,Guyana,Demerara-Mahaica,Ogle Sugar Estate ±4 mi. SE of Georgetown,6.674355,-58.069949,21.2513,Smithsonian,13 Jun 1989 (13 June 1989),"Peterson, P. M.; Persaud, H.",7446,,NA
987860,1,17.549,mainland,,,,,1918,South America,Paraguay,Guaira,"Maiquetia, near La Guaira.",-25.819929,-56.311989,21.2513,Smithsonian,19-Mar-18,"Pittier, H. F.",7762,,NA
987860,2,26.14,mainland,,,,,1918,South America,Paraguay,Guaira,"Maiquetia, near La Guaira.",-25.819929,-56.311989,21.2513,Smithsonian,19-Mar-18,"Pittier, H. F.",7762,,NA
417830,1,21.535,island,Margarita,,no,,1901,South America,Venezuela,Nueva Esparta,Isla Magarita,10.959614,-64.046843,21.2518,Smithsonian,20-Jul-01,"Miller, O. O.; Johnston, J. R.",98,,NA
417830,2,19.582,island,Margarita,,no,,1901,South America,Venezuela,Nueva Esparta,Isla Magarita,10.959614,-64.046843,21.2518,Smithsonian,20-Jul-01,"Miller, O. O.; Johnston, J. R.",98,,NA
602130,1,15.794,mainland,,,,,1913,South America,Venezuela,Lara,"Around Barquisimeto, in the cactus formation.",10.071833,-69.349021,21.2451,Smithsonian,29-Jun-13,"Pittier, H. F.",6392,,NA
602130,2,17.133,mainland,,,,,1913,South America,Venezuela,Lara,"Around Barquisimeto, in the cactus formation.",10.071833,-69.349021,21.2451,Smithsonian,29-Jun-13,"Pittier, H. F.",6392,,NA
602130,3,16.84,mainland,,,,,1913,South America,Venezuela,Lara,"Around Barquisimeto, in the cactus formation.",10.071833,-69.349021,21.2451,Smithsonian,29-Jun-13,"Pittier, H. F.",6392,,NA
1120871,1,20.086,mainland,,,,,1922,South America,Venezuela,,Playa de Cabo Blanco.,10.612747,-66.989499,21.2513,Smithsonian,20-Feb-22,"Pittier, H. F.",10180,,NA
1232821,1,19.879,mainland,,,,,1925,South America,Venezuela,Lara,Barquisimeto.,10.071833,-69.349021,21.2513,Smithsonian,1-Jun-25,"Saer, J.",246,,NA
1232821,2,17.024,mainland,,,,,1925,South America,Venezuela,Lara,Barquisimeto.,10.071833,-69.349021,21.2513,Smithsonian,1-Jun-25,"Saer, J.",246,,NA
1232821,3,17.232,mainland,,,,,1925,South America,Venezuela,Lara,Barquisimeto.,10.071833,-69.349021,21.2513,Smithsonian,1-Jun-25,"Saer, J.",246,,NA
1855058,1,20.919,mainland,,,,,1943,South America,Venezuela,Lara,Barquisimeto. Dry valley west of city.,10.061929,-69.464124,21.2513,Smithsonian,16-Mar-43,"Killip, E. P.",37087,,NA
1855058,2,19.233,mainland,,,,,1943,South America,Venezuela,Lara,Barquisimeto. Dry valley west of city.,10.061929,-69.464124,21.2513,Smithsonian,16-Mar-43,"Killip, E. P.",37087,,NA
1855058,3,22.573,mainland,,,,,1943,South America,Venezuela,Lara,Barquisimeto. Dry valley west of city.,10.061929,-69.464124,21.2513,Smithsonian,16-Mar-43,"Killip, E. P.",37087,,NA
2465529,1,14.646,mainland,,,,,1964,South America,Venezuela,,Peninsula Paraguana. 8 Km. from Pueblo Nuevo along road to Santa Ana.,11.874105,-69.94154,21.2513,Smithsonian,21-Dec-64,"Breteler, F. J.",4398,,NA
2526918,1,12.248,mainland,,,,,1967,South America,Venezuela,Lara,Moyetones Dtto. Iribarren en una colina.,10.157493,-69.8243,21.2513,Smithsonian,27-Sep-67,"González, A. C.",13,,NA
2925546,1,20.28,mainland,,,,,1973,South America,Venezuela,Sucre,"Playa Cachimena, Oeste del Hotel Cumanagoto y Suroeste de Cumana.",10.40619,-64.18581,21.2513,Smithsonian,8-Sep-73,"Steyermark, J. A.; Espinoza, V. C.; Manara, B. J.",108218,,NA
2947322,1,15.2,mainland,,,,,1966,South America,Venezuela,Falcon,"1.7 kilometros al norte de Coro, Peninsula de Paraguana.",11.794989,-69.949458,21.2513,Smithsonian,23-Jan-66,"Steyermark, J. A.; Braun, A.",94517,,NA
3322264,1,16.577,mainland,,,,,1988,South America,Venezuela,Vargas,Road from Catia del Mar to Colonia Tovar,10.514957,-67.181833,21.2513,Smithsonian,30-Dec-88,"Hahn, W.; Grifo, F. T.",4913,,NA
3322264,2,17.384,mainland,,,,,1988,South America,Venezuela,Vargas,Road from Catia del Mar to Colonia Tovar,10.514957,-67.181833,21.2513,Smithsonian,30-Dec-88,"Hahn, W.; Grifo, F. T.",4913,,NA
3322264,3,16.08,mainland,,,,,1988,South America,Venezuela,Vargas,Road from Catia del Mar to Colonia Tovar,10.514957,-67.181833,21.2513,Smithsonian,30-Dec-88,"Hahn, W.; Grifo, F. T.",4913,,NA
2053,1,22.854,island,ABC islands (Leeward Antilles),,no,,1953,South America ,Aruba ,,Along road near Oranjestad,12.5082899,-70.0132398,18.2528,HUH,Dec,A.L Stoffers,2053,,
2053,2,25.035,island,ABC islands (Leeward Antilles),,no,,1953,South America ,Aruba ,,Along road near Oranjestad,12.5082899,-70.0132398,18.2528,HUH,Dec,A.L Stoffers,2053,,
2053,3,23.977,island,ABC islands (Leeward Antilles),,no,,1953,South America ,Aruba ,,Along road near Oranjestad,12.5082899,-70.0132398,18.2528,HUH,Dec,A.L Stoffers,2053,,
962,1,9.431,mainland,,,,,1891,South America ,Bolivia,,Bolivian plateau ,-17.9999997,-68,18.2528,HUH,,"N.L Britton, H.H Rusby",962,,
09.24.27 162,1,10,mainland,,,,,1891,South America ,Bolivia,,Bolivian plateau ,-17.9999997,-68,18.2528,HUH,,"N.L Britton, H.H Rusby",,,same number as another specimen from same place? Using file name instead
2,1,23.65,mainland,,,,,1925,South America ,Colombia,Dept. of Valle del Cauca,Abundant along railroad RioFrio ,4.15663,-76.2877624,18.2528,HUH,1-Mar,Fred Walker,2,,
2,2,23.066,mainland,,,,,1925,South America ,Colombia,Dept. of Valle del Cauca,Abundant along railroad RioFrio ,4.15663,-76.2877624,18.2528,HUH,1-Mar,Fred Walker,2,,
2,3,27.594,mainland,,,,,1925,South America ,Colombia,Dept. of Valle del Cauca,Abundant along railroad RioFrio ,4.15663,-76.2877624,18.2528,HUH,1-Mar,Fred Walker,2,,
153,1,21.927,mainland,,,,,1854,South America ,Colombia,,Sea shore near Colombia,4.645345,-74.3390061,18.2528,HUH,,A. Fendler,153,Location not specific enough to find,
153,2,13.755,mainland,,,,,1854,South America ,Colombia,,Sea shore near Colombia,4.645345,-74.3390061,18.2528,HUH,,A. Fendler,153,Location not specific enough to find,
573,1,23.378,mainland,,,,,1898,South America ,Colombia,Magdalena,Santa Marta,11.2315252,-74.182397,18.2528,HUH,Jul,Herbet H. Smith,573,No specific location,
573,2,19.535,mainland,,,,,1898,South America ,Colombia,Magdalena,Santa Marta,11.2315252,-74.182397,18.2528,HUH,Jul,Herbet H. Smith,573,No specific location,
1115,1,11.494,mainland,,,,,1963,South America ,Colombia,Dept. Atlántico,Sabanilla,11.0203954,-74.9040557,18.2528,HUH,5-Sep,Duncan M. Porter,,,
1115,2,12.053,mainland,,,,,1963,South America ,Colombia,Dept. Atlántico,Sabanilla,11.0203954,-74.9040557,18.2528,HUH,5-Sep,Duncan M. Porter,,,
1117,1,18.483,mainland,,,,,1963,South America ,Colombia,Dept. Atlántico,Barranquilla,10.983812,-74.8180176,18.2528,HUH,6-Sep,Duncan M. Porter,,,
1117,2,19.652,mainland,,,,,1963,South America ,Colombia,Dept. Atlántico,Barranquilla,10.983812,-74.8180176,18.2528,HUH,6-Sep,Duncan M. Porter,,,
1117,3,19.655,mainland,,,,,1963,South America ,Colombia,Dept. Atlántico,Barranquilla,10.983812,-74.8180176,18.2528,HUH,6-Sep,Duncan M. Porter,,,
1275,1,13.027,mainland,,,,,1946,South America ,Colombia,Magdalena,Santa Marta,11.2315252,-74.182397,18.2528,HUH,25-Jul,"M.B Foster, Earle Smith",1275,,
1275,2,14.422,mainland,,,,,1946,South America ,Colombia,Magdalena,Santa Marta,11.2315252,-74.182397,18.2528,HUH,25-Jul,"M.B Foster, Earle Smith",1275,,
1275,3,13.029,mainland,,,,,1946,South America ,Colombia,Magdalena,Santa Marta,11.2315252,-74.182397,18.2528,HUH,25-Jul,"M.B Foster, Earle Smith",1275,,
14036,1,20.354,mainland,,,,,1926,South America ,Colombia,Dept. Bolivar,"Vicinity of Cartagena, roadsides",10.4001988,-75.5085255,18.2528,HUH,2-Nov,E.P Killip. Albert C. Smith,14036,,
14036,2,20.892,mainland,,,,,1926,South America ,Colombia,Dept. Bolivar,"Vicinity of Cartagena, roadsides",10.4001988,-75.5085255,18.2528,HUH,2-Nov,E.P Killip. Albert C. Smith,14036,,
18C,1,19.485,mainland,,,,,1948,South America ,Colombia,Magdalena,Dry sandy beaches around Santa Marta ,11.2315252,-74.182397,18.2528,HUH,9-Jan,"Juán Giacometto,  Gabriel Gutiérrez, Fred A. Barkley",18C,,only flower
22009,1,16.506,island,ABC islands (Leeward Antilles),,no,,1916,South America ,Curacao,,No other location info than island,12.2083,-68.9330001,18.2528,HUH,,Mr./Mrs. J.N Rose,22009,,no measurable associated leaf
165,1,8.353,island,Galapagos Islands,Isabela,yes,1,1899,South America ,Ecuador,,"Common near beach and sandy hillsides up to 600ft, Tagus Cove",-0.262,-91.371255,18.2528,HUH,Mar,"R.E Snodgrass, E. Heller",165,Tagus cove,
165,2,10.169,island,Galapagos Islands,Isabela,yes,1,1899,South America ,Ecuador,,"Common near beach and sandy hillsides up to 600ft, Tagus Cove",-0.262,-91.371255,18.2528,HUH,Mar,"R.E Snodgrass, E. Heller",165,Tagus cove,
165,3,7.999,island,Galapagos Islands,Isabela,yes,1,1899,South America ,Ecuador,,"Common near beach and sandy hillsides up to 600ft, Tagus Cove",-0.262,-91.371255,18.2528,HUH,Mar,"R.E Snodgrass, E. Heller",165,Tagus cove,
291,1,11.028,island,Galapagos Islands,Daphne Mayor,yes,0,1930,South America ,Ecuador,,Daphne Major,NA,NA,18.2528,HUH,30-Apr,Daphne Major,291,,only flower
511,1,5.767,island,Galapagos Islands,Campeon,yes,0,1967,South America ,Ecuador,,"Southwesterly slopes of old crater, Isla Champion, about 1km off E shore of Isla Floreana (Charles Island) ",-1.2376502,-90.3858555,18.2528,HUH,13-Feb,"Ira L. Wiggins, Duncan M. Porter ",511,,
511,2,5.467,island,Galapagos Islands,Campeon,yes,0,1967,South America ,Ecuador,,"Southwesterly slopes of old crater, Isla Champion, about 1km off E shore of Isla Floreana (Charles Island) ",-1.2376502,-90.3858555,18.2528,HUH,13-Feb,"Ira L. Wiggins, Duncan M. Porter ",511,,no measurable associated leaf
1722,1,6.509,island,Galapagos Islands,Isabela,yes,1,1905,South America ,Ecuador,,In light ashy soil near sea level,-0.9558521,-90.9664535,18.2528,HUH,5-Mar,Alban Stewart,1722,,
1722,2,7.202,island,Galapagos Islands,Isabela,yes,1,1905,South America ,Ecuador,,In light ashy soil near sea level,-0.9558521,-90.9664535,18.2528,HUH,5-Mar,Alban Stewart,1722,,
1730,1,9.812,island,Galapagos Islands,Isabela,yes,1,1905,South America ,Ecuador,,"Tagus cove: Common in tuffaceous soil, on the tops and sides of hills surrounding the cove. ",-0.262,-91.371255,18.2528,HUH,29-Mar,Alban Stewart,1730,Tagus cove,
1730,2,9.536,island,Galapagos Islands,Isabela,yes,1,1905,South America ,Ecuador,,"Tagus cove: Common in tuffaceous soil, on the tops and sides of hills surrounding the cove. ",-0.262,-91.371255,18.2528,HUH,29-Mar,Alban Stewart,1730,Tagus cove,
18742,1,10.978,island,Galapagos Islands,Santa Cruz,yes,1,1964,South America ,Ecuador,,Along old trail from Academy Bay towarda Bellavista. About 1km N of Academy Bay,-0.6944927,-90.3238714,18.2528,HUH,19-Feb,Ira L. Wiggins,18742,Coordinates for Bellavista,only flower 
09.24.05 157,1,17.301,island,Galapagos Islands,Santa Cruz,yes,1,1852,South America ,Ecuador,,Santa Cruz island (Indefatigable),-0.6284954,-90.3595534,18.2528,HUH,,N. J Andermon,,,
24a,1,6.564,island,Galapagos Islands,Santiago,yes,1,1927,South America ,Ecuador,,James Island (Santiago Island),-0.2612672,-90.7093263,18.2528,HUH,Feb,,24a,,
24a,2,6,island,Galapagos Islands,Santiago,yes,1,1927,South America ,Ecuador,,James Island (Santiago Island),-0.2612672,-90.7093263,18.2528,HUH,Feb,,24a,,
932,1,14.917,island,Leeward Antilles,,no,,1999,South America ,Netherlands,,"Bonaire island, Nikiboko: around the house on Kaya Pos di Amor ",12.1487837,-68.2640308,18.2528,HUH,4-Mar,"A.S.J van Proosdij, B.P van de Riet, S.A.L Zander ",932,Coordinates for Kaya Pos di Amor,
932,2,19.755,island,Leeward Antilles,,no,,1999,South America ,Netherlands,,"Bonaire island, Nikiboko: around the house on Kaya Pos di Amor ",12.1487837,-68.2640308,18.2528,HUH,4-Mar,"A.S.J van Proosdij, B.P van de Riet, S.A.L Zander ",932,Coordinates for Kaya Pos di Amor,
932,3,18.343,island,Leeward Antilles,,no,,1999,South America ,Netherlands,,"Bonaire island, Nikiboko: around the house on Kaya Pos di Amor ",12.1487837,-68.2640308,18.2528,HUH,4-Mar,"A.S.J van Proosdij, B.P van de Riet, S.A.L Zander ",932,Coordinates for Kaya Pos di Amor,
98,1,15.114,island,,,no,,1901,South America ,Venezuela,Nueva Esparta,Island of Margarita ,11.0205575,-64.0927449,18.2528,HUH,20-Jul,"O.O Miller, J.R Johnston",98,,
98,2,20.715,island,Isla de Margarita,,no,,1901,South America ,Venezuela,Nueva Esparta,Island of Margarita ,11.0205575,-64.0927449,18.2528,HUH,20-Jul,"O.O Miller, J.R Johnston",98,,
5150,1,21.7,mainland,,,,,1935,South America ,Venezuela,Anzoátegui,"Roadside at outskirts of the city, Guanta ",10.2353946,-64.5936964,18.2528,HUH,20-Aug,David Potter,5150,,only flower
10180,1,22.345,island,Isla de Margarita,,no,,1922,South America ,Venezuela,Nueva Esparta,"Playa de Cabo Blanco, on sandy beach",11.1275149,-63.8478552,18.2528,HUH,20-Feb,H. Pittier,10180,,
10180,2,15.888,island,Isla de Margarita,,no,,1922,South America ,Venezuela,Nueva Esparta,"Playa de Cabo Blanco, on sandy beach",11.1275149,-63.8478552,18.2528,HUH,20-Feb,H. Pittier,10180,,
12323,1,22.344,mainland,,,,,1945,South America ,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",
12323,2,18.85,mainland,,,,,1945,South America ,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",
12323,3,20.292,mainland,,,,,1945,South America ,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",
2174245,1,12.638,island,Margarita,,no,,1951,South America ,Venezuela,Nueva Esparta,Las Piedras,10.902605,-64.089369,21.2513,Smithsonian,9-Dec-51,"Gines, Bro.",2804,,NA
2174522,1,18.432,island,Margarita,,no,,1953,South America ,Venezuela,Nueva Esparta,El Agua,11.142051,-63.867216,21.2513,Smithsonian,1 Aug 1953 to 31 Aug 1953,"Gines, Bro.",3322,,NA
