ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaf_length_log,leaf_length_sqr
305,1459,1964,North America,mainland,NA,NA,NA,NA,1,8.36,10,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,NA,Coordinates for Yautepec,Leaf at third node,2.123458427,2.891366459
307,1460,1964,North America,mainland,NA,NA,NA,NA,1,24.782,16,Mexico,Veracruz,"In sand dunes above beach N of of port, Vera Cruz. Forming thick mats under grass in Casuarina sp.",19.1787668,-96.1763162,18.2528,HUH,5-Jan,Duncan M. Porter,1460,"Doesn't specify which beach, so coordiantes only for city/port",NA,3.210117583,4.978152268
308,1467,1964,North America,mainland,NA,NA,NA,NA,1,16.089,8,Mexico,Veracruz,"Weed in vacant lot near beach, Vera Cruz",19.1787668,-96.1763162,18.225,HUH,5-Jan,Duncan M. Porter,1467,"Doesn't specify which beach, so coordiantes only for city/port",NA,2.778135809,4.011109572
309,1470,1964,North America,mainland,NA,NA,NA,NA,1,11.723,12,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,leaf at first node,2.461552724,3.42388668
310,1470,1964,North America,mainland,NA,NA,NA,NA,2,6.44,8,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,leaf at third node,1.86252854,2.537715508
311,1474,1964,North America,mainland,NA,NA,NA,NA,1,15.907,12,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified","leaves are completed bundled, so leaf chosen at random (but close to flower)",2.766759264,3.988358058
312,1474,1964,North America,mainland,NA,NA,NA,NA,2,11.33,8,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2528,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified","leaves are completed bundled, so leaf chosen at random (but close to flower)",2.427454075,3.366006536
313,1479,1964,North America,mainland,NA,NA,NA,NA,1,14.435,10,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,NA,Estimated coordiantes for road turn off,leaf at first node,2.669655813,3.799342048
314,1479,1964,North America,mainland,NA,NA,NA,NA,2,27.731,12,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,NA,Estimated coordiantes for road turn off,NA,3.322550921,5.266023167
315,1483,1954,North America,mainland,NA,NA,NA,NA,1,30.708,12,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain.,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,leaf at first node,3.424523207,5.541479947
316,1483,1954,North America,mainland,NA,NA,NA,NA,2,31.053,12,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain.,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,NA,3.435695422,5.572521871
317,1492,1964,North America,mainland,NA,NA,NA,NA,1,8.006,NA,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,can't count all leaflets,2.080191261,2.829487586
318,1492,1964,North America,mainland,NA,NA,NA,NA,2,12.624,10,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,NA,2.535599764,3.553026879
319,1492,1964,North America,mainland,NA,NA,NA,NA,3,28.768,13,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,NA,3.359263658,5.363580893
320,1554,1925,North America,island,other,The Revillagigedo Islands,NA,NA,1,34.165,18,Mexico,Colima,"Abundant near beach and on sea-cliffes, Clarion Island",18.3557053,-114.720332,18.2528,HUH,26-Apr,Herbert L. Mason,1554,NA,leaf at first node,3.531201728,5.845083404
321,1822,1907,North America,mainland,NA,NA,NA,NA,1,23.8,11,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA,3.169685581,4.878524367
322,1822,1907,North America,mainland,NA,NA,NA,NA,2,14.732,10,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA,2.690021999,3.838228758
323,2573,1937,North America,mainland,NA,NA,NA,NA,1,12.61,12,Mexico,Oaxaca,Floodplain of the Rio Atoyac,NA,NA,18.253,HUH,9-Feb,W.H Camp,2573,The location given is a river so hard to full coordinates of where?,NA,2.53449015,3.551056181
324,3394,1910,North America,mainland,NA,NA,NA,NA,1,29.184,16,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA,3.373620614,5.402221765
325,3394,1910,North America,mainland,NA,NA,NA,NA,2,29.558,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,leaf at first node,3.386354435,5.436726957
326,3394,1910,North America,mainland,NA,NA,NA,NA,3,29.493,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA,3.384152947,5.430745805
327,3676,1986,North America,mainland,NA,NA,NA,NA,1,18.014,10,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,2.891149233,4.244290282
328,3676,1986,North America,mainland,NA,NA,NA,NA,2,20.805,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,3.035193342,4.561249829
329,3676,1986,North America,mainland,NA,NA,NA,NA,3,16.25,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,2.788092909,4.031128874
330,3855,1903,North America,mainland,NA,NA,NA,NA,1,32.596,14,Mexico,Yucatan,Mérida,20.9800656,-89.6329183,18.2528,HUH,NA,Ed. Seler,3855,NA,leaf at third node,3.484189581,5.709290674
331,7115,1934,North America,mainland,NA,NA,NA,NA,2,24.708,10,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,leaf at first node (some leaflets covered at second node leaf)- leaf for second flower,3.207127078,4.970714234
332,7115,1934,North America,mainland,NA,NA,NA,NA,3,26.468,12,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,leaf at third node,3.275936456,5.144706017
333,7216,1934,North America,mainland,NA,NA,NA,NA,1,25.16,12,Mexico,Sonora,Flats 2.5 miles  S of Llano,29.2913642,-109.7476382,18.2571,HUH,15-Sep,Ira L. Wiggins,7216,NA,leaf at first node,3.225255432,5.015974482
334,8149,1938,North America,mainland,NA,NA,NA,NA,1,38.633,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA,3.654106834,6.215545028
335,8149,1938,North America,mainland,NA,NA,NA,NA,2,54.736,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,leaf at first node,4.002521628,7.398378201
336,8149,1938,North America,mainland,NA,NA,NA,NA,3,41.119,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA,3.716470302,6.412409843
337,8352,1933,North America,island,other,The Revillagigedo Islands,NA,NA,1,56.642,NA,Mexico,Colima,"Sulphur bay, Clarion island",18.3557053,-114.720332,18.2528,HUH,22-Mar,John Thomas Howell,8352,Can't find coordinates specifically for Sulphur Bay,leaf at first node,4.036750759,7.526087961
338,9653,1982,North America,mainland,NA,NA,NA,NA,1,57.065,16,Mexico,Yucatan,"Entrance to Puerto Progreso, coming from Merifa",21.25,-89.653889,18.2528,HUH,10-Sep,J.S Flores G,9653,NA,leaf at first node,4.044190969,7.554137939
339,12887,1956,North America,mainland,NA,NA,NA,NA,1,26.944,15,Mexico,Sonora,Desert 70 miles N Hermosillo,29.0821552,-110.9889868,18.2528,HUH,20-Aug,U.T Waterfall,12887,Coordinates for Hermosillo,NA,3.293760638,5.190761023
340,14146,1889,North America,island,other,Clarion I.,NA,NA,1,58.984,14,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518 pixels/mm,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,4.077266221,7.680104166
341,14146,1889,North America,island,other,Clarion I.,NA,NA,2,75.545,18,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,4.324728505,8.691662672
342,14147,1889,North America,island,other,Socorro I.,NA,NA,1,52.067,12,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,"middle leaflets all folded, the expanded leaf nearest to the middle selected",3.952531351,7.21574667
343,14147,1889,North America,island,other,Socorro I.,NA,NA,2,31.559,14,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,3.45185881,5.617739759
344,14147,1889,North America,island,other,Socorro I.,NA,NA,3,52.624,16,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,3.963172289,7.254240139
345,236907,1892,North America,mainland,NA,NA,NA,NA,1,21.561,12,Mexico,Colima,Armeria.,18.93377,-103.999723,21.2518,Smithsonian,28 Jun 1892,"Jones, M. E.",108,NA,1 leaf down the flower,3.070886127,4.643382388
346,268727,1895,North America,mainland,NA,NA,NA,NA,1,25.07,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,NA,3.221671912,5.006995107
347,268727,1895,North America,mainland,NA,NA,NA,NA,2,34.665,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,1 leaf down the flower,3.545730532,5.887699041
348,268727,1895,North America,mainland,NA,NA,NA,NA,3,17.442,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,NA,2.858881091,4.176362053
349,279592,1896,North America,mainland,NA,NA,NA,NA,1,28.572,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1896,"Valdez, P.",37,NA,NA,3.352427217,5.34527829
350,313947,1897,North America,island,other,Socorro I.,NA,NA,1,10.763,12,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,NA,NA,2.376114326,3.280701145
351,313947,1897,North America,island,other,Socorro I.,NA,NA,2,23.084,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,NA,NA,3.139139737,4.804581147
352,315467,1897,North America,mainland,NA,NA,NA,NA,1,43.951,14,Mexico,Colima,"Coima, Colima.",19.258487,-103.72416,11.674,Smithsonian,Aug 1897,"Palmer, E.",115,NA,NA,3.783075377,6.629555038
353,346533,1899,North America,mainland,NA,NA,NA,NA,1,16.832,12,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,NA,2.823281837,4.10268205
354,346533,1899,North America,mainland,NA,NA,NA,NA,2,15.687,10,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,1 leaf down the flower,2.752832344,3.960681759
355,346533,1899,North America,mainland,NA,NA,NA,NA,3,23.424,10,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,1 leaf down the flower,3.153761138,4.839834708
356,385440,1898,North America,mainland,NA,NA,NA,NA,1,23.751,12,Mexico,Michoacan / Guerrero,Il Canal. Delta du Rio Balsas. États de Michoacán et de Guerrero.,18.529597,-101.317453,21.2551,Smithsonian,5 May 1898,"Langlassé, E.",141,NA,NA,3.167624635,4.873499769
357,396968,1901,North America,mainland,NA,NA,NA,NA,1,21.481,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,3.067168823,4.634759972
358,396968,1901,North America,mainland,NA,NA,NA,NA,2,28.214,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,3.339818309,5.311685232
359,396968,1901,North America,mainland,NA,NA,NA,NA,3,26.387,15,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,3.272871465,5.136827815
360,398976,1898,North America,mainland,NA,NA,NA,NA,1,18.668,12,Mexico,Oaxaca,Tehuantepec.,16.322934,-95.238133,21.2551,Smithsonian,23 Dec 1898,"Deam, C. C.",s.n.,NA,NA,2.926810828,4.3206481
361,399003,1903,North America,island,other,Socorro I.,NA,NA,1,25.363,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA,3.233291419,5.036169179
362,399003,1903,North America,island,other,Socorro I.,NA,NA,2,28.152,16,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA,3.3376184,5.305845833
363,450117,1903,North America,mainland,NA,NA,NA,NA,1,54.265,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,3.993879452,7.366478127
364,450117,1903,North America,mainland,NA,NA,NA,NA,2,38.567,13,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,3.652396989,6.21023349
365,450117,1903,North America,mainland,NA,NA,NA,NA,3,42.955,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,3.760153056,6.554006408
366,452094,1905,North America,mainland,NA,NA,NA,NA,1,35.936,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,1 leaf down the flower,3.581739579,5.994664294
367,452094,1905,North America,mainland,NA,NA,NA,NA,2,28.231,12,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,1 leaf down the flower,3.340420665,5.313285236
368,453539,1905,North America,mainland,NA,NA,NA,NA,1,32.272,14,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA,3.474199981,5.680845008
369,453539,1905,North America,mainland,NA,NA,NA,NA,2,36.376,11,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA,3.593909217,6.031251943
370,453767,1905,North America,mainland,NA,NA,NA,NA,1,16.257,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,2.788523585,4.031997024
371,453767,1905,North America,mainland,NA,NA,NA,NA,2,19.73,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,2.98214032,4.441846463
372,453767,1905,North America,mainland,NA,NA,NA,NA,3,14.229,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,2.655282136,3.772134674
373,516792,1905,North America,mainland,NA,NA,NA,NA,1,44.194,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,NA,3.788589033,6.647856797
374,516792,1905,North America,mainland,NA,NA,NA,NA,2,40.403,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,1 leaf down the flower,3.69890404,6.356335422
375,516792,1905,North America,mainland,NA,NA,NA,NA,3,46.273,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,1 leaf down the flower,3.834558638,6.802426038
376,567363,1910,North America,mainland,NA,NA,NA,NA,1,7.047,5,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,NA,1.952601994,2.654618617
377,567363,1910,North America,mainland,NA,NA,NA,NA,2,10.72,6,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,1 leaf down the flower,2.372111156,3.274141109
378,569001,1894,North America,mainland,NA,NA,NA,NA,1,10.729,10,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,NA,1 leaf down the flower,2.372950356,3.275515227
379,569001,1894,North America,mainland,NA,NA,NA,NA,2,17.116,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,NA,NA,2.840013699,4.137148777
380,569002,1894,North America,mainland,NA,NA,NA,NA,1,31.36,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,NA,NA,3.445533195,5.6
381,569002,1894,North America,mainland,NA,NA,NA,NA,2,23.785,14,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,NA,NA,3.16905513,4.876986775
382,574546,1910,North America,mainland,NA,NA,NA,NA,1,32.2,10,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,3.471966453,5.674504384
383,574546,1910,North America,mainland,NA,NA,NA,NA,2,39.405,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,3.673892712,6.277340201
384,574546,1910,North America,mainland,NA,NA,NA,NA,3,42.116,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,3.740427716,6.489684122
385,661710,1911,North America,mainland,NA,NA,NA,NA,1,29.973,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,NA,NA,3.400296976,5.474760269
386,661710,1911,North America,mainland,NA,NA,NA,NA,NA,43.444,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,NA,NA,3.771472752,6.591206263
387,965926,1896,North America,mainland,NA,NA,NA,NA,1,28.653,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,NA,NA,3.35525815,5.352849708
388,965926,1896,North America,mainland,NA,NA,NA,NA,2,26.386,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,NA,NA,3.272833566,5.136730478
389,1034400,1930,North America,mainland,NA,NA,NA,NA,1,61.487,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,4.11882577,7.841364677
390,1034400,1930,North America,mainland,NA,NA,NA,NA,2,38.902,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,3.661045663,6.237146784
391,1034400,1930,North America,mainland,NA,NA,NA,NA,3,56.408,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,4.032610992,7.510525947
392,1265392,1925,North America,island,other,Clarion I.,NA,NA,1,28.437,16,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA,3.347691114,5.332635371
393,1265392,1925,North America,island,other,Clarion I.,NA,NA,2,15.706,14,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA,2.754042805,3.963079611
