ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
321,1822,1907,North America,mainland,NA,NA,NA,NA,1,7.823,11,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA,2.057068113,2.796962638
322,1822,1907,North America,mainland,NA,NA,NA,NA,2,6.627,10,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA,1.891152213,2.57429602
323,2573,1937,North America,mainland,NA,NA,NA,NA,1,9.121,12,Mexico,Oaxaca,Floodplain of the Rio Atoyac,NA,NA,18.253,HUH,9-Feb,W.H Camp,2573,The location given is a river so hard to full coordinates of where?,NA,2.210579447,3.020099336
324,3394,1910,North America,mainland,NA,NA,NA,NA,1,8.061,16,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA,2.087037618,2.839190025
325,3394,1910,North America,mainland,NA,NA,NA,NA,2,8.283,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,leaf at first node,2.114205222,2.878020153
326,3394,1910,North America,mainland,NA,NA,NA,NA,3,8.226,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA,2.10729987,2.868100417
327,3676,1986,North America,mainland,NA,NA,NA,NA,1,6.798,10,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,1.916628451,2.607297451
328,3676,1986,North America,mainland,NA,NA,NA,NA,2,7.211,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,1.975607638,2.68533052
329,3676,1986,North America,mainland,NA,NA,NA,NA,3,5.773,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA,1.753191876,2.402706807
330,3855,1903,North America,mainland,NA,NA,NA,NA,1,11.279,14,Mexico,Yucatan,Mérida,20.9800656,-89.6329183,18.2528,HUH,NA,Ed. Seler,3855,NA,leaf at third node,2.42294259,3.358422249
331,7115,1934,North America,mainland,NA,NA,NA,NA,2,10.875,10,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,leaf at first node (some leaflets covered at second node leaf)- leaf for second flower,2.386466577,3.29772649
332,7115,1934,North America,mainland,NA,NA,NA,NA,3,10.054,12,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,leaf at third node,2.307970565,3.170804314
333,7216,1934,North America,mainland,NA,NA,NA,NA,1,8.015,12,Mexico,Sonora,Flats 2.5 miles  S of Llano,29.2913642,-109.7476382,18.2571,HUH,15-Sep,Ira L. Wiggins,7216,NA,leaf at first node,2.081314786,2.831077533
334,8149,1938,North America,mainland,NA,NA,NA,NA,1,9.159,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA,2.214737002,3.026383981
335,8149,1938,North America,mainland,NA,NA,NA,NA,2,11.529,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,leaf at first node,2.4448656,3.395438116
336,8149,1938,North America,mainland,NA,NA,NA,NA,3,8.586,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA,2.15013297,2.930187707
337,8352,1933,North America,island,other,The Revillagigedo Islands,NA,NA,1,16.517,NA,Mexico,Colima,"Sulphur bay, Clarion island",18.3557053,-114.720332,18.2528,HUH,22-Mar,John Thomas Howell,8352,Can't find coordinates specifically for Sulphur Bay,leaf at first node,2.804390154,4.064111219
338,9653,1982,North America,mainland,NA,NA,NA,NA,1,14.071,16,Mexico,Yucatan,"Entrance to Puerto Progreso, coming from Merifa",21.25,-89.653889,18.2528,HUH,10-Sep,J.S Flores G,9653,NA,leaf at first node,2.644115942,3.751133162
339,12887,1956,North America,mainland,NA,NA,NA,NA,1,7.086,15,Mexico,Sonora,Desert 70 miles N Hermosillo,29.0821552,-110.9889868,18.2528,HUH,20-Aug,U.T Waterfall,12887,Coordinates for Hermosillo,NA,1.958121006,2.661954169
340,14146,1889,North America,island,other,Clarion I.,NA,NA,1,17.039,14,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518 pixels/mm,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,2.835504834,4.127832361
341,14146,1889,North America,island,other,Clarion I.,NA,NA,2,20.757,18,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,3.032883539,4.555985075
342,14147,1889,North America,island,other,Socorro I.,NA,NA,1,11.778,12,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,"middle leaflets all folded, the expanded leaf nearest to the middle selected",2.466233385,3.43190909
343,14147,1889,North America,island,other,Socorro I.,NA,NA,2,11.926,14,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,2.478720891,3.453404118
344,14147,1889,North America,island,other,Socorro I.,NA,NA,3,13.763,16,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,NA,NA,2.621983832,3.709851749
345,236907,1892,North America,mainland,NA,NA,NA,NA,1,7.512,12,Mexico,Colima,Armeria.,18.93377,-103.999723,21.2518,Smithsonian,28 Jun 1892,"Jones, M. E.",108,NA,1 leaf down the flower,2.016501742,2.740802802
346,268727,1895,North America,mainland,NA,NA,NA,NA,1,6.318,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,NA,1.843402702,2.513563208
347,268727,1895,North America,mainland,NA,NA,NA,NA,2,12.88,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,1 leaf down the flower,2.555675721,3.588871689
348,268727,1895,North America,mainland,NA,NA,NA,NA,3,5.848,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,NA,NA,1.766099722,2.41826384
349,279592,1896,North America,mainland,NA,NA,NA,NA,1,8.822,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1896,"Valdez, P.",37,NA,NA,2.177248602,2.970185179
350,313947,1897,North America,island,other,Socorro I.,NA,NA,1,5.46,12,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,NA,NA,1.69744879,2.336664289
351,313947,1897,North America,island,other,Socorro I.,NA,NA,2,7.845,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,NA,NA,2.059876386,2.800892715
352,315467,1897,North America,mainland,NA,NA,NA,NA,1,11.703,14,Mexico,Colima,"Coima, Colima.",19.258487,-103.72416,11.674,Smithsonian,Aug 1897,"Palmer, E.",115,NA,NA,2.459845219,3.420964776
353,346533,1899,North America,mainland,NA,NA,NA,NA,1,6.139,12,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,NA,1.814661862,2.477700547
354,346533,1899,North America,mainland,NA,NA,NA,NA,2,5.029,10,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,1 leaf down the flower,1.615221157,2.242543199
355,346533,1899,North America,mainland,NA,NA,NA,NA,3,8.043,10,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,NA,1 leaf down the flower,2.084802148,2.836018336
356,385440,1898,North America,mainland,NA,NA,NA,NA,1,7.99,12,Mexico,Michoacan / Guerrero,Il Canal. Delta du Rio Balsas. États de Michoacán et de Guerrero.,18.529597,-101.317453,21.2551,Smithsonian,5 May 1898,"Langlassé, E.",141,NA,NA,2.07819076,2.826658805
357,396968,1901,North America,mainland,NA,NA,NA,NA,1,5.214,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,1.651347316,2.28341849
358,396968,1901,North America,mainland,NA,NA,NA,NA,2,7.116,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,1.96234577,2.667583176
359,396968,1901,North America,mainland,NA,NA,NA,NA,3,5.834,15,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA,1.763702871,2.415367467
360,398976,1898,North America,mainland,NA,NA,NA,NA,1,7.567,12,Mexico,Oaxaca,Tehuantepec.,16.322934,-95.238133,21.2551,Smithsonian,23 Dec 1898,"Deam, C. C.",s.n.,NA,NA,2.023796688,2.75081806
361,399003,1903,North America,island,other,Socorro I.,NA,NA,1,6.751,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA,1.909690642,2.598268654
362,399003,1903,North America,island,other,Socorro I.,NA,NA,2,6.814,16,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA,1.918979319,2.610363959
363,450117,1903,North America,mainland,NA,NA,NA,NA,1,15.687,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,2.752832344,3.960681759
364,450117,1903,North America,mainland,NA,NA,NA,NA,2,12.166,13,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,2.498645176,3.487979358
365,450117,1903,North America,mainland,NA,NA,NA,NA,3,12.824,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,NA,NA,2.551318415,3.581061295
366,452094,1905,North America,mainland,NA,NA,NA,NA,1,10.845,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,1 leaf down the flower,2.383704144,3.29317476
367,452094,1905,North America,mainland,NA,NA,NA,NA,2,10.578,12,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,1 leaf down the flower,2.358776373,3.252383741
368,453539,1905,North America,mainland,NA,NA,NA,NA,1,9.052,14,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA,2.202985728,3.008654184
369,453539,1905,North America,mainland,NA,NA,NA,NA,2,9.924,11,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA,2.294956066,3.150238086
370,453767,1905,North America,mainland,NA,NA,NA,NA,1,6.506,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,1.872724828,2.550686182
371,453767,1905,North America,mainland,NA,NA,NA,NA,2,6.677,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,1.898668785,2.583989164
372,453767,1905,North America,mainland,NA,NA,NA,NA,3,5.455,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA,1.696532619,2.335594143
373,516792,1905,North America,mainland,NA,NA,NA,NA,1,10.199,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,NA,2.322289676,3.193587325
374,516792,1905,North America,mainland,NA,NA,NA,NA,2,11.059,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,1 leaf down the flower,2.403244576,3.32550748
375,516792,1905,North America,mainland,NA,NA,NA,NA,3,15.517,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,1 leaf down the flower,2.741936197,3.939162348
376,567363,1910,North America,mainland,NA,NA,NA,NA,1,4.218,5,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,NA,1.439361082,2.053777008
377,567363,1910,North America,mainland,NA,NA,NA,NA,2,5.798,6,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,1 leaf down the flower,1.75751303,2.407903653
378,569001,1894,North America,mainland,NA,NA,NA,NA,1,4.339,10,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,NA,1 leaf down the flower,1.467643907,2.083026644
379,569001,1894,North America,mainland,NA,NA,NA,NA,2,5.135,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,NA,NA,1.636079843,2.266053839
380,569002,1894,North America,mainland,NA,NA,NA,NA,1,11.454,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,NA,NA,2.438339014,3.384375866
381,569002,1894,North America,mainland,NA,NA,NA,NA,2,10.225,14,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,NA,NA,2.324835702,3.197655391
382,574546,1910,North America,mainland,NA,NA,NA,NA,1,10.471,10,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,2.348609531,3.235892458
383,574546,1910,North America,mainland,NA,NA,NA,NA,2,10.549,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,2.356031069,3.247922413
384,574546,1910,North America,mainland,NA,NA,NA,NA,3,10.519,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA,2.353183146,3.243300788
385,661710,1911,North America,mainland,NA,NA,NA,NA,1,8.229,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,NA,NA,2.107664501,2.868623363
386,661710,1911,North America,mainland,NA,NA,NA,NA,NA,10.526,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,NA,NA,2.353848387,3.244379756
387,965926,1896,North America,mainland,NA,NA,NA,NA,1,8.067,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,NA,NA,2.087781666,2.840246468
388,965926,1896,North America,mainland,NA,NA,NA,NA,2,7.546,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,NA,NA,2.021017622,2.746998362
389,1034400,1930,North America,mainland,NA,NA,NA,NA,1,14.06,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,2.643333886,3.749666652
390,1034400,1930,North America,mainland,NA,NA,NA,NA,2,14.518,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,2.675389259,3.810249336
391,1034400,1930,North America,mainland,NA,NA,NA,NA,3,15.437,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA,2.736767225,3.928994782
392,1265392,1925,North America,island,other,Clarion I.,NA,NA,1,7.52,16,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA,2.017566138,2.74226184
393,1265392,1925,North America,island,other,Clarion I.,NA,NA,2,6.177,14,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA,1.820832717,2.485357117
394,1265392,1925,North America,island,other,Clarion I.,NA,NA,3,5.586,14,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,1 leaf down the flower,1.720263468,2.363472022
395,1265402,1925,North America,island,other,Clarion I.,NA,NA,1,10.988,16,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,NA,NA,2.396803768,3.314815229
396,1265402,1925,North America,island,other,Clarion I.,NA,NA,2,17.169,18,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,NA,NA,2.843105432,4.143549203
397,1267487,1874,North America,mainland,NA,NA,NA,NA,1,7.306,14,Mexico,Yucatan,"Calotmul, Yucatan.",21.021284,-88.17797,21.2513,Smithsonian,NA,"Gaumer, G. F.",1874,NA,NA,1.988695928,2.702961339
398,1380046,1888,North America,mainland,NA,NA,NA,NA,1,11.226,12,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,NA,NA,2.418232517,3.350522347
399,1380046,1888,North America,mainland,NA,NA,NA,NA,2,11.338,12,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,NA,NA,2.428159916,3.367194678
400,1380048,1895,North America,mainland,NA,NA,NA,NA,1,6.724,12,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,NA,NA,1.905683216,2.593067681
401,1569603,1925,North America,island,other,Clarion I.,NA,NA,1,7.322,16,Mexico,Colima,Clarion Island.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Mason, H. L.",1554,NA,NA,1.990883515,2.705919437
402,1685059,1930,North America,mainland,NA,NA,NA,NA,1,9.168,12,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,NA,NA,2.21571916,3.027870539
403,1685059,1930,North America,mainland,NA,NA,NA,NA,2,9.085,12,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,NA,NA,2.206624702,3.014133375
404,1685059,1930,North America,mainland,NA,NA,NA,NA,3,7.753,10,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,NA,NA,2.048079865,2.784420945
405,1686281,1935,North America,mainland,NA,NA,NA,NA,1,4.657,10,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA,1.538371464,2.158008341
406,1686281,1935,North America,mainland,NA,NA,NA,NA,2,6.061,10,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA,1.801874803,2.461909828
407,1686281,1935,North America,mainland,NA,NA,NA,NA,3,3.863,8,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA,1.351444084,1.965451602
408,1689340,1936,North America,mainland,NA,NA,NA,NA,1,9.778,12,Mexico,Oaxaca,"Ixtepec, Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,25-Jul-36,"Matuda, E.",7,NA,NA,2.280134964,3.126979373
409,1747286,1934,North America,mainland,NA,NA,NA,NA,1,11.434,15,Mexico,Sonora,"2.5 mi. S of Llano, Sonora.",30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Wiggins, I. L.",7216,NA,NA,2.436591373,3.38141982
410,1748225,1938,North America,mainland,NA,NA,NA,NA,1,8.493,12,Mexico,Morelos,Xochiltepec (Morelos).,18.799873,-99.233239,21.2513,Smithsonian,Jul-38,"Lyonnet, Bro. E.",2166,NA,NA,2.139242295,2.91427521
411,1748977,1934,North America,mainland,NA,NA,NA,NA,1,6.122,14,Mexico,Sonora,South of Estación Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,NA,NA,1.811888841,2.474267568
412,1748977,1934,North America,mainland,NA,NA,NA,NA,2,5.95,14,Mexico,Sonora,South of Estación Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,NA,NA,1.78339122,2.439262184
413,1844852,1934,North America,mainland,NA,NA,NA,NA,1,6.685,14,Mexico,Guerrero,"Pungarabato, District of Coyuca, Guerrero.",18.331756,-100.690951,21.2513,Smithsonian,12-Jan-34,"Hinton, G. B.; et al.",5458,NA,NA,1.899866211,2.585536695
414,1888370,1938,North America,mainland,NA,NA,NA,NA,1,10.947,16,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA,2.393065446,3.308625092
